Variable Name,Source Document,Source Category,MAS Function,Actor,Actor Type,Valuation Type,Val_Primary,Data Access,Source,Subject_Area,N_AIDM_Elements,Coding_Source
Fare Price Type,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Prices,1,AIDM RP1008 systematic coding — ABIE level
Fare Rule,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Prices,3,AIDM RP1008 systematic coding — ABIE level
Fare Waiver,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Prices,2,AIDM RP1008 systematic coding — ABIE level
Markup,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Prices,2,AIDM RP1008 systematic coding — ABIE level
Surcharge,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Cost,Cost,PARTIAL,M4_AIDM_Full,Prices,2,AIDM RP1008 systematic coding — ABIE level
Tax,AIDM RP1008,Industry Schema,Revenue Management,Regulator,Regulator,Cost,Cost,OBSERVED,M4_AIDM_Full,Prices,13,AIDM RP1008 systematic coding — ABIE level
Tax Summary,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Prices,5,AIDM RP1008 systematic coding — ABIE level
Agency,AIDM RP1008,Industry Schema,Disruption Management,Vendor,Vendor,Cost,Cost,MNAR,M4_AIDM_Full,Processes,1,AIDM RP1008 systematic coding — ABIE level
Agent,AIDM RP1008,Industry Schema,Disruption Management,Carrier,Carrier,Risk,Risk,OBSERVED,M4_AIDM_Full,Processes,1,AIDM RP1008 systematic coding — ABIE level
Bag Activity,AIDM RP1008,Industry Schema,Disruption Management,Vendor,Vendor,Cost,Cost,OBSERVED,M4_AIDM_Full,Processes,7,AIDM RP1008 systematic coding — ABIE level
Baggage Process,AIDM RP1008,Industry Schema,Disruption Management,Carrier,Carrier,Risk,Risk,OBSERVED,M4_AIDM_Full,Processes,4,AIDM RP1008 systematic coding — ABIE level
Clearance,AIDM RP1008,Industry Schema,Disruption Management,Regulator,Regulator,Income,Income,MNAR,M4_AIDM_Full,Processes,10,AIDM RP1008 systematic coding — ABIE level
Clearing Process,AIDM RP1008,Industry Schema,Disruption Management,Carrier,Carrier,Risk,Risk,OBSERVED,M4_AIDM_Full,Processes,3,AIDM RP1008 systematic coding — ABIE level
Commitment To Pay,AIDM RP1008,Industry Schema,Disruption Management,Carrier,Carrier,Risk,Risk,OBSERVED,M4_AIDM_Full,Processes,3,AIDM RP1008 systematic coding — ABIE level
Handling Agency,AIDM RP1008,Industry Schema,Disruption Management,Carrier,Carrier,Risk,Risk,OBSERVED,M4_AIDM_Full,Processes,1,AIDM RP1008 systematic coding — ABIE level
Organization,AIDM RP1008,Industry Schema,Disruption Management,Carrier,Carrier,Risk,Risk,OBSERVED,M4_AIDM_Full,Processes,3,AIDM RP1008 systematic coding — ABIE level
Process Specification,AIDM RP1008,Industry Schema,Disruption Management,Carrier,Carrier,Risk,Risk,OBSERVED,M4_AIDM_Full,Processes,1,AIDM RP1008 systematic coding — ABIE level
Processing Instructions,AIDM RP1008,Industry Schema,Disruption Management,Carrier,Carrier,Risk,Risk,OBSERVED,M4_AIDM_Full,Processes,2,AIDM RP1008 systematic coding — ABIE level
Travel Agency,AIDM RP1008,Industry Schema,Disruption Management,Vendor,Vendor,Cost,Cost,MNAR,M4_AIDM_Full,Processes,5,AIDM RP1008 systematic coding — ABIE level
Interline Settlement Information,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Settlements,3,AIDM RP1008 systematic coding — ABIE level
Surcharge,AIDM RP1008,Industry Schema,Distribution / GDS,Carrier,Carrier,Cost,Cost,PARTIAL,M4_AIDM_Full,Settlements,2,AIDM RP1008 systematic coding — ABIE level
Tax,AIDM RP1008,Industry Schema,Distribution / GDS,Regulator,Regulator,Cost,Cost,OBSERVED,M4_AIDM_Full,Settlements,13,AIDM RP1008 systematic coding — ABIE level
Affinity Arrival Request,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,3,AIDM RP1008 systematic coding — ABIE level
Affinity Departure Request,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,3,AIDM RP1008 systematic coding — ABIE level
Affinity Origin Destination,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,1,AIDM RP1008 systematic coding — ABIE level
Aircraft,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Cost,Cost,MNAR,M4_AIDM_Full,Shopping Criteria,6,AIDM RP1008 systematic coding — ABIE level
Airline Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,2,AIDM RP1008 systematic coding — ABIE level
Baggage Pricing Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,7,AIDM RP1008 systematic coding — ABIE level
Calendar Date Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,2,AIDM RP1008 systematic coding — ABIE level
Connection Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,6,AIDM RP1008 systematic coding — ABIE level
Country,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,2,AIDM RP1008 systematic coding — ABIE level
Country Sub-Division,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,2,AIDM RP1008 systematic coding — ABIE level
Destination Arrival Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,4,AIDM RP1008 systematic coding — ABIE level
Existing Order Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,1,AIDM RP1008 systematic coding — ABIE level
Fare Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,6,AIDM RP1008 systematic coding — ABIE level
Flight Characteristics Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,1,AIDM RP1008 systematic coding — ABIE level
Flight Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,1,AIDM RP1008 systematic coding — ABIE level
Group Fare Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,3,AIDM RP1008 systematic coding — ABIE level
IATA Aircraft Type,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,3,AIDM RP1008 systematic coding — ABIE level
Journey Distance Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,2,AIDM RP1008 systematic coding — ABIE level
Journey Duration Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,2,AIDM RP1008 systematic coding — ABIE level
Origin Departure Request,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,4,AIDM RP1008 systematic coding — ABIE level
Payment Card Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,5,AIDM RP1008 systematic coding — ABIE level
Pre-Paid Certificate,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,4,AIDM RP1008 systematic coding — ABIE level
Progam Contract,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,1,AIDM RP1008 systematic coding — ABIE level
Program Account,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,1,AIDM RP1008 systematic coding — ABIE level
Program Criteria Set,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,4,AIDM RP1008 systematic coding — ABIE level
Promotion,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,3,AIDM RP1008 systematic coding — ABIE level
Service Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,4,AIDM RP1008 systematic coding — ABIE level
Station Criteria,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Shopping Criteria,1,AIDM RP1008 systematic coding — ABIE level
Travel Agency,AIDM RP1008,Industry Schema,Revenue Management,Vendor,Vendor,Cost,Cost,MNAR,M4_AIDM_Full,Shopping Criteria,5,AIDM RP1008 systematic coding — ABIE level
Bag Drop Device,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Taxes,1,AIDM RP1008 systematic coding — ABIE level
Carrier Fee,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Taxes,5,AIDM RP1008 systematic coding — ABIE level
Check-In Kiosk,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Taxes,1,AIDM RP1008 systematic coding — ABIE level
Coupon,AIDM RP1008,Industry Schema,Revenue Management,Industry Body,Industry Body,Option,Option,OBSERVED,M4_AIDM_Full,Taxes,23,AIDM RP1008 systematic coding — ABIE level
Distribution Chain,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Taxes,1,AIDM RP1008 systematic coding — ABIE level
Distribution Chain Link,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Taxes,3,AIDM RP1008 systematic coding — ABIE level
Interline Settlement Information,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Taxes,3,AIDM RP1008 systematic coding — ABIE level
Pricing Parameter,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Taxes,5,AIDM RP1008 systematic coding — ABIE level
Sales Tax Registration,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Taxes,11,AIDM RP1008 systematic coding — ABIE level
Sales Tax Specification,AIDM RP1008,Industry Schema,Revenue Management,Carrier,Carrier,Income,Income,MNAR,M4_AIDM_Full,Taxes,1,AIDM RP1008 systematic coding — ABIE level
Ticket,AIDM RP1008,Industry Schema,Revenue Management,Industry Body,Industry Body,Income,Income,OBSERVED,M4_AIDM_Full,Taxes,11,AIDM RP1008 systematic coding — ABIE level
Bag Drop Device,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,1,AIDM RP1008 systematic coding — ABIE level
Baggage Allowance,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,6,AIDM RP1008 systematic coding — ABIE level
Carrier Fee,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,5,AIDM RP1008 systematic coding — ABIE level
Check-In Area,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,1,AIDM RP1008 systematic coding — ABIE level
Check-In Facility,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,1,AIDM RP1008 systematic coding — ABIE level
Check-In Kiosk,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,1,AIDM RP1008 systematic coding — ABIE level
Coupon,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Option,Option,OBSERVED,M4_AIDM_Full,Tickets,23,AIDM RP1008 systematic coding — ABIE level
Coupon Validity Period,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,3,AIDM RP1008 systematic coding — ABIE level
Distribution Chain,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,1,AIDM RP1008 systematic coding — ABIE level
Distribution Chain Link,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,3,AIDM RP1008 systematic coding — ABIE level
Excess Baggage,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,2,AIDM RP1008 systematic coding — ABIE level
Fare Calculation Information,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,3,AIDM RP1008 systematic coding — ABIE level
Fare Component,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,6,AIDM RP1008 systematic coding — ABIE level
Fare Price Type,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,1,AIDM RP1008 systematic coding — ABIE level
Fare Rule,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,3,AIDM RP1008 systematic coding — ABIE level
Filed Fee,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,2,AIDM RP1008 systematic coding — ABIE level
Offer Item,AIDM RP1008,Industry Schema,Distribution / GDS,Carrier,Carrier,Option,Option,PARTIAL,M4_AIDM_Full,Tickets,5,AIDM RP1008 systematic coding — ABIE level
Order Amendment,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,1,AIDM RP1008 systematic coding — ABIE level
Payment Information,AIDM RP1008,Industry Schema,Distribution / GDS,Vendor,Vendor,Risk,Risk,MNAR,M4_AIDM_Full,Tickets,8,AIDM RP1008 systematic coding — ABIE level
Payment Method,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,1,AIDM RP1008 systematic coding — ABIE level
Price Quote,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,5,AIDM RP1008 systematic coding — ABIE level
Promotion,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,3,AIDM RP1008 systematic coding — ABIE level
Tax Summary,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,5,AIDM RP1008 systematic coding — ABIE level
Ticket,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,OBSERVED,M4_AIDM_Full,Tickets,11,AIDM RP1008 systematic coding — ABIE level
Ticket Document Information,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,6,AIDM RP1008 systematic coding — ABIE level
Ticket Issuance Information,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,3,AIDM RP1008 systematic coding — ABIE level
Ticket Reference Identification,AIDM RP1008,Industry Schema,Distribution / GDS,Industry Body,Industry Body,Income,Income,MNAR,M4_AIDM_Full,Tickets,2,AIDM RP1008 systematic coding — ABIE level
Travel Agency,AIDM RP1008,Industry Schema,Distribution / GDS,Vendor,Vendor,Cost,Cost,MNAR,M4_AIDM_Full,Tickets,5,AIDM RP1008 systematic coding — ABIE level
